Time(s),CH1(V),CH2(V),t0 = 7.163e-06s, tInc = 5e-10s,
7.1635e-06,-1.014158E+01,-5.181600E-04,,
7.164e-06,-9.916211E+00,-6.908800E-04,,
7.1645e-06,-9.916211E+00,-5.181600E-04,,
7.165e-06,-9.916211E+00,-1.727200E-04,,
7.1655e-06,-1.014158E+01,+0.000000E+00,,
7.166e-06,-1.014158E+01,+0.000000E+00,,
7.1665e-06,-1.014158E+01,-1.727200E-04,,
7.167e-06,-1.014158E+01,+1.727200E-04,,
7.1675e-06,-9.916211E+00,+5.181600E-04,,
7.168e-06,-1.014158E+01,+3.454400E-04,,
7.1685e-06,-1.014158E+01,+0.000000E+00,,
7.169e-06,-1.014158E+01,+0.000000E+00,,
7.1695e-06,-1.014158E+01,-1.727200E-04,,
7.17e-06,-1.014158E+01,-3.454400E-04,,
7.1705e-06,-1.014158E+01,-5.181600E-04,,
7.171e-06,-1.014158E+01,-6.908800E-04,,
7.1715e-06,-1.014158E+01,-3.454400E-04,,
7.172e-06,-1.014158E+01,+0.000000E+00,,
7.1725e-06,-1.014158E+01,-1.727200E-04,,
7.173e-06,-9.916211E+00,-3.454400E-04,,
7.1735e-06,-9.916211E+00,-3.454400E-04,,
7.174e-06,-9.916211E+00,-1.727200E-04,,
7.1745e-06,-9.916211E+00,+0.000000E+00,,
7.175e-06,-9.916211E+00,+1.727200E-04,,
7.1755e-06,-9.916211E+00,+0.000000E+00,,
7.176e-06,-9.916211E+00,-3.454400E-04,,
7.1765e-06,-9.916211E+00,-3.454400E-04,,
7.177e-06,-9.916211E+00,-1.727200E-04,,
7.1775e-06,-9.916211E+00,+1.727200E-04,,
7.178e-06,-1.014158E+01,+1.727200E-04,,
7.1785e-06,-1.014158E+01,+3.454400E-04,,
7.179e-06,-1.014158E+01,+3.454400E-04,,
7.1795e-06,-1.014158E+01,+3.454400E-04,,
7.18e-06,-1.014158E+01,+1.727200E-04,,
7.1805e-06,-1.014158E+01,-1.727200E-04,,
7.181e-06,-1.014158E+01,-3.454400E-04,,
7.1815e-06,-1.014158E+01,-3.454400E-04,,
7.182e-06,-1.014158E+01,-3.454400E-04,,
7.1825e-06,-1.014158E+01,-3.454400E-04,,
7.183e-06,-1.014158E+01,-3.454400E-04,,
7.1835e-06,-1.014158E+01,-3.454400E-04,,
7.184e-06,-9.916211E+00,+0.000000E+00,,
7.1845e-06,-9.916211E+00,+0.000000E+00,,
7.185e-06,-1.014158E+01,-1.727200E-04,,
7.1855e-06,-1.014158E+01,+0.000000E+00,,
7.186e-06,-1.014158E+01,+1.727200E-04,,
7.1865e-06,-1.014158E+01,+0.000000E+00,,
7.187e-06,-1.014158E+01,+0.000000E+00,,
7.1875e-06,-1.014158E+01,+1.727200E-04,,
7.188e-06,-1.014158E+01,+5.181600E-04,,
7.1885e-06,-1.014158E+01,+8.636000E-04,,
7.189e-06,-1.014158E+01,+8.636000E-04,,
7.1895e-06,-1.014158E+01,+3.454400E-04,,
7.19e-06,-9.916211E+00,+1.727200E-04,,
7.1905e-06,-9.916211E+00,+3.454400E-04,,
7.191e-06,-9.916211E+00,+1.727200E-04,,
7.1915e-06,-9.916211E+00,-1.727200E-04,,
7.192e-06,-9.916211E+00,-1.727200E-04,,
7.1925e-06,-9.916211E+00,-3.454400E-04,,
7.193e-06,-9.916211E+00,-1.727200E-04,,
7.1935e-06,-1.014158E+01,-1.727200E-04,,
7.194e-06,-1.014158E+01,-1.727200E-04,,
7.1945e-06,-1.014158E+01,+1.727200E-04,,
7.195e-06,-1.014158E+01,+3.454400E-04,,
7.1955e-06,-1.014158E+01,+1.727200E-04,,
7.196e-06,-1.014158E+01,+3.454400E-04,,
7.1965e-06,-9.916211E+00,+6.908800E-04,,
7.197e-06,-9.916211E+00,+6.908800E-04,,
7.1975e-06,-1.014158E+01,+5.181600E-04,,
7.198e-06,-9.916211E+00,+5.181600E-04,,
7.1985e-06,-9.916211E+00,+6.908800E-04,,
7.199e-06,-1.014158E+01,+8.636000E-04,,
7.1995e-06,-1.014158E+01,+5.181600E-04,,
7.2e-06,-1.014158E+01,+0.000000E+00,,
7.2005e-06,-1.014158E+01,+0.000000E+00,,
7.201e-06,-1.014158E+01,+0.000000E+00,,
7.2015e-06,-1.014158E+01,+0.000000E+00,,
7.202e-06,-1.014158E+01,+3.454400E-04,,
7.2025e-06,-1.014158E+01,+5.181600E-04,,
7.203e-06,-9.916211E+00,+5.181600E-04,,
7.2035e-06,-9.916211E+00,+1.727200E-04,,
7.204e-06,-1.014158E+01,+1.727200E-04,,
7.2045e-06,-1.014158E+01,+3.454400E-04,,
7.205e-06,-1.014158E+01,+3.454400E-04,,
7.2055e-06,-1.014158E+01,+1.727200E-04,,
7.206e-06,-1.014158E+01,+3.454400E-04,,
7.2065e-06,-1.014158E+01,+8.636000E-04,,
7.207e-06,-1.014158E+01,+8.636000E-04,,
7.2075e-06,-1.014158E+01,+5.181600E-04,,
7.208e-06,-1.014158E+01,+5.181600E-04,,
7.2085e-06,-1.014158E+01,+5.181600E-04,,
7.209e-06,-1.014158E+01,+1.727200E-04,,
7.2095e-06,-9.916211E+00,-1.727200E-04,,
7.21e-06,-9.916211E+00,-1.727200E-04,,
7.2105e-06,-9.916211E+00,+1.727200E-04,,
7.211e-06,-9.916211E+00,+1.727200E-04,,
7.2115e-06,-9.916211E+00,+1.727200E-04,,
7.212e-06,-9.916211E+00,+0.000000E+00,,
7.2125e-06,-9.916211E+00,+1.727200E-04,,
7.213e-06,-9.916211E+00,+3.454400E-04,,
7.2135e-06,-9.916211E+00,+5.181600E-04,,
7.214e-06,-9.916211E+00,+1.727200E-04,,
7.2145e-06,-9.916211E+00,+1.727200E-04,,
7.215e-06,-1.014158E+01,+5.181600E-04,,
7.2155e-06,-1.014158E+01,+5.181600E-04,,
7.216e-06,-1.014158E+01,+1.727200E-04,,
7.2165e-06,-1.014158E+01,+1.727200E-04,,
7.217e-06,-1.014158E+01,+1.727200E-04,,
7.2175e-06,-1.014158E+01,+0.000000E+00,,
7.218e-06,-1.014158E+01,+0.000000E+00,,
7.2185e-06,-1.014158E+01,+1.727200E-04,,
7.219e-06,-1.014158E+01,+0.000000E+00,,
7.2195e-06,-1.014158E+01,-1.727200E-04,,
7.22e-06,-1.014158E+01,-1.727200E-04,,
7.2205e-06,-1.014158E+01,+5.181600E-04,,
7.221e-06,-1.014158E+01,+3.454400E-04,,
7.2215e-06,-1.014158E+01,-3.454400E-04,,
7.222e-06,-1.014158E+01,-3.454400E-04,,
7.2225e-06,-9.916211E+00,-1.727200E-04,,
7.223e-06,-9.916211E+00,+1.727200E-04,,
7.2235e-06,-9.916211E+00,+5.181600E-04,,
7.224e-06,-1.014158E+01,+3.454400E-04,,
7.2245e-06,-9.916211E+00,+0.000000E+00,,
7.225e-06,-9.916211E+00,+1.727200E-04,,
7.2255e-06,-9.916211E+00,+5.181600E-04,,
7.226e-06,-1.014158E+01,+3.454400E-04,,
7.2265e-06,-1.014158E+01,+1.727200E-04,,
7.227e-06,-1.014158E+01,+3.454400E-04,,
7.2275e-06,-1.014158E+01,+1.727200E-04,,
7.228e-06,-1.014158E+01,+0.000000E+00,,
